NUM_OPER,MONTOCREDITO_log_est,MONTOCUOTA_log_est,SALDOCAPITAL_POR_VENCER_log_est,NUMERORENEGOCIACION_log_est,PLAZO_est,TASAINTERES_est,DIAS_MADURACION_est,DIAS_RESTANTES_est,PRODUCTO_COD_PROD_2_e,TIPOTASACOD_V_e,PERIOD_PAGO_OTROS_e
2080,-0.0515049,0.019774148,-1.3583493,0.0,-0.117960416,-0.00817169,0.1121932,-0.0024120202,-0.010282114,0.0,0.0
2092,-0.06251128,-0.047543384,-1.4000524,0.0,-0.10774943,-0.032788582,0.0637233,-0.00868953,-0.008637455,0.0,0.0
2094,0.07318566,0.03794183,-1.4168049,0.0,-0.07832974,-0.0027898354,0.028198015,0.029378047,-0.010297634,0.0,0.0
2107,0.06374093,-0.021893801,-1.4087448,0.0,-0.008440665,-0.03691159,0.119407505,0.004736511,-0.009788141,0.0,0.0
2108,0.018743198,-0.00061719934,1.6048216,0.0,-0.025482338,-0.007341633,0.050554827,0.00031139358,-0.004592601,0.0,0.0
2120,-0.08116307,-0.04876601,-1.3725042,0.0,-0.047821037,-0.06003813,0.087943815,0.0017528472,-0.010282114,0.0,0.0
2124,0.0067604845,0.013931419,1.5045624,0.0,0.08162465,-0.037483137,0.061611824,0.009871315,-0.0044818767,0.0,0.0
2133,0.06946352,0.03798122,-1.4249028,0.0,-0.097515345,-0.011086244,0.10209641,-0.0051396014,-0.010415776,0.0,0.0
2142,-0.10098143,-0.048938844,-1.3707248,0.0,-0.018874722,-0.0644523,0.08489217,-0.0025358975,-0.009262201,0.0,0.0
2151,-0.07227368,-0.029495796,-1.3905573,0.0,0.0052039875,-0.06565532,0.11426348,0.0123387445,-0.0114023555,0.0,0.0
2158,-0.04695724,-0.04501075,-1.3986416,0.0,-0.13748187,-0.028488165,0.06622977,-0.00403502,-0.009864043,0.0,0.0
2167,-0.0047668465,-0.0020759348,1.6413985,0.0,-0.022250587,-0.010700449,0.025994215,0.013604638,-0.004806426,0.0,0.0
2190,0.08472651,0.03152113,-1.2553624,0.0,-0.0026152155,-0.0043027587,0.21272574,0.0058142915,-0.007758099,0.0,0.0
2194,-0.08116307,-0.04876601,-1.3725042,0.0,-0.047821037,-0.06003813,0.087943815,0.0017528472,-0.010282114,0.0,0.0
2204,-0.1027719,-0.039565783,-1.2299097,0.0,0.04884921,0.0016329857,0.15942125,0.03444699,-0.030249815,0.0,0.0
2209,0.07288455,0.09039465,-1.2785952,0.0,-0.13353556,0.017352462,0.18601544,0.0021493086,-0.008544592,0.0,0.0
2211,-0.118334755,-0.042373594,-1.231053,0.0,0.1298154,-0.05727625,0.17430276,0.045048207,-0.027132168,0.0,0.0
2214,-0.006808395,0.0019276411,1.6491758,0.0,-0.03855554,-0.008148678,0.041503593,0.0019030585,-0.0046002436,0.0,0.0
