NUM_OPER,FECHA_CORTE,particion,DIASMORA,TARGET,P_xgboost,P_lightgbm,P_ensemble
223,2017-09-30,train,155,1,0.8377466,0.9990240251863607,0.9183853226822917
223,2017-10-31,train,186,1,0.8377466,0.9990240251863607,0.9183853226822917
223,2017-11-30,train,216,1,0.8377466,0.9991559600448174,0.91845129011152
223,2017-12-31,train,247,1,0.8377466,0.9991210272000238,0.9184338236891232
223,2018-01-31,train,278,1,0.8377466,0.9991911237367965,0.9184688719575096
223,2018-02-28,train,306,1,0.8377466,0.9991977963796189,0.9184722082789207
223,2018-03-31,train,337,1,0.8377466,0.9992654259124611,0.9185060230453419
223,2018-04-30,train,367,1,0.8377466,0.9992654259124611,0.9185060230453419
223,2018-05-31,train,398,1,0.8377466,0.9992654259124611,0.9185060230453419
223,2018-06-30,train,428,1,0.8377466,0.999212782181897,0.9184797011800598
223,2018-07-31,train,459,1,0.8377466,0.9993334283957195,0.918540024286971
223,2018-08-31,train,490,1,0.8377466,0.999230526080244,0.9184885731292334
223,2018-09-30,train,520,1,0.8377466,0.9992873329819822,0.9185169765801025
223,2018-10-31,train,551,1,0.8377466,0.9992854765224846,0.9185160483503536
223,2018-11-30,train,581,1,0.8377466,0.9992823558595756,0.9185144880188991
223,2018-12-31,train,612,1,0.8377466,0.9992210534130428,0.9184838367956327
223,2019-01-31,train,643,1,0.8377466,0.9980913858471931,0.9179190030127079
223,2019-02-28,train,671,1,0.8377466,0.9992210534130428,0.9184838367956327
223,2019-03-31,train,702,1,0.8377466,0.9992210534130428,0.9184838367956327
223,2019-04-30,train,732,1,0.8377466,0.9992210534130428,0.9184838367956327
223,2019-05-31,train,763,1,0.8377466,0.9992004338342289,0.9184735270062258
223,2019-06-30,train,793,1,0.8377466,0.9991938313213127,0.9184702257497677
223,2019-07-31,train,824,1,0.8377466,0.9991938313213127,0.9184702257497677
223,2019-08-31,train,855,1,0.8377466,0.9991938313213127,0.9184702257497677
223,2019-09-30,train,885,1,0.8377466,0.9991938313213127,0.9184702257497677
223,2019-10-31,train,916,1,0.8377466,0.9995352106458979,0.9186409154120603
223,2019-11-30,train,946,1,0.8377466,0.9995160125394532,0.918631316358838
