ultimo_corte,corte_entrenamiento,operaciones_vigentes,operaciones_nuevas,en_mora,cortes_nuevos_incorporados,modelo_principal,generado
2019-12-31,2019-12-31,589,0,94,0,xgboost,2026-09-24 11:18
