NUM_OPER,FECHA_CORTE,DIASMORA,TARGET,particion,P_xgboost,P_lightgbm,P_ensemble,P_principal,score_if,flag_if,dist_cluster_riesgo,flag_kmeans,dist_nucleo_dbscan,flag_dbscan,votos_anomalia,MONTOCREDITO_log_est,MONTOCUOTA_log_est,SALDOCAPITAL_POR_VENCER_log_est,NUMERORENEGOCIACION_log_est,PLAZO_est,TASAINTERES_est,DIAS_MADURACION_est,DIAS_RESTANTES_est,PRODUCTO_COD_PROD_2_e,TIPOTASACOD_V_e,PERIOD_PAGO_OTROS_e,n_cortes,pendiente_mensual,en_mora,score_anomalia
46,2019-12-31,180,1,train,0.8377466,0.9994089974313883,0.9185778088048056,0.8377466,0.06443129703988093,1,2.5780492117506735,1,0.35392341387786036,0,2,0.5947035473879057,0.3000528948776357,-2.7716137493894437,0.0,0.31743249537065577,1.001157115582075,3.5700517506297538,-1.6034144268358592,1.0,1.0,0.0,17.0,0.09565059414936528,1,2.9281267685342387
51,2019-12-31,143,1,test,0.8377466,0.9997698248732008,0.9187582225257117,0.8377466,0.02218981226810679,1,2.345415327804396,1,1.3575015391084517,1,3,0.14995554505204067,0.11415853727138739,-2.7716137493894437,0.0,-0.08387232128203839,1.001157115582075,3.546523034036925,-1.9765716361934706,1.0,1.0,0.0,4.0,5.906285669987463e-17,1,3.944538766270515
54,2019-12-31,21,0,train,0.16819246,0.0034748431040305333,0.08583365211851689,0.16819246,-0.01140318591627898,0,7.804055292114358,0,1.156396234349553,1,1,0.9102649367018151,0.42827437464034335,0.1523096110320122,0.0,0.701289276516711,1.001157115582075,3.5229943174440956,-1.2092933293120895,1.0,1.0,0.0,32.0,-0.0008571658815651483,0,1.8800226372382571
136,2019-12-31,79,1,train,0.8377466,0.999767976152594,0.9187572981654084,0.8377466,0.028259462667088564,1,1.8376312372136536,1,0.9348711574594646,1,3,0.14995554505204067,0.0836608779616202,-2.7716137493894437,0.0,-0.07951031240537867,1.001157115582075,3.1818279268480745,-1.7774146986149701,1.0,1.0,0.0,6.0,0.02215782365154174,1,3.9456706281833616
178,2019-12-31,0,0,val,0.16819246,0.005025923061874548,0.08660919209743889,0.16819246,-0.16426180991399236,0,10.59382996145233,0,0.10766751003006371,0,0,0.7319956218526678,0.3888340680120867,-0.0030308517952724553,0.0,0.2847174287957079,1.001157115582075,3.032812721760157,-1.3476549912087321,1.0,1.0,0.0,8.0,-0.0004148015070483909,0,0.6525183927560837
189,2019-12-31,11,0,test,0.16819246,0.002298979702841229,0.08524572041792224,0.16819246,-0.08781658506946471,0,8.669943541721045,0,0.4003293246335495,0,0,0.5947035473879057,0.21984940990175397,0.180752797538479,0.0,0.7078322898317007,1.001157115582075,3.0171269106982708,-0.9325700055188046,1.0,1.0,0.0,10.0,-0.05803323090063059,0,0.8307866440294284
223,2019-12-31,977,1,train,0.8377466,0.9995833194031489,0.9186649697906858,0.8377466,0.13333388069778584,1,7.347864697139425,1,0.0,0,2,0.34993921892454616,0.3664925152817031,-2.7716137493894437,0.0,-0.10350136122700712,1.001157115582075,2.96222657198167,-1.6830772018672595,1.0,1.0,0.0,33.0,1.1174600471716701e-17,1,2.703735144312394
227,2019-12-31,0,0,train,0.17194256,0.0018218191085221727,0.08688219048668754,0.17194256,-0.06654385045063677,0,10.090660344849136,0,0.0,0,0,1.5241252397161609,0.892853759741873,0.4817326448443638,0.0,0.7121942987083604,1.001157115582075,2.9426193081543124,-0.8885458403698729,1.0,1.0,0.0,11.0,-0.09511486547338646,0,0.6041312959818902
231,2019-12-31,2,0,train,0.17194256,0.0019832684553041874,0.08696291516007855,0.17194256,-0.11723952214917632,0,9.805923471875138,0,0.0,0,0,1.585082211540115,0.9369645870732075,0.5014823907989542,0.0,0.6838412410100722,1.001157115582075,2.938697855388841,-0.9137025061692625,1.0,1.0,0.0,8.0,-0.00029153877229825696,0,0.5950764006791172
261,2019-12-31,0,0,train,0.24152173,0.035329000483478805,0.13842536575124945,0.24152173,-0.16381770127555328,0,10.37471757358625,0,0.0,0,0,0.5947035473879057,0.3894696818509573,-0.38177460741145847,0.0,-0.07951031240537867,-0.6692886183776768,2.8524258945484675,-1.6013180380192433,1.0,1.0,0.0,3.0,0.0016262345487563095,0,0.49490662139219016
